,job_id,company_id,Job_title,work_type,applies,remote_allowed,application_type,experience_level
283,3757916091,808034.0,Travel - PCU - Nurse Job - $2226/wk - $2416/wk,Part-time,,,OffsiteApply,Mid-Senior level
284,3757916086,2437248.0,"Audit Intern - Summer 2024 - Austin, TX",Part-time,,,OffsiteApply,Internship
285,3757915942,6407329.0,Powertrain and Electronics Manufacturing Training Specialist,Full-time,,,OffsiteApply,
286,3757915936,6487.0,"Revenue Coordinator, ROPS",Full-time,,,OffsiteApply,Mid-Senior level
287,3757915820,808034.0,Travel - Telemetry - Nurse Job - $2955/wk - $3144/wk,Part-time,,,OffsiteApply,Mid-Senior level
288,3757915814,2721911.0,Cyber Security SOC L3 Security Analyst (M/F),Full-time,,,OffsiteApply,Mid-Senior level
289,3757915782,8274.0,Retail Sales Associate (Seasonal),Part-time,3.0,,OffsiteApply,Entry level
290,3757915725,163139.0,"Sales Director, New York, NY",Full-time,,,OffsiteApply,Director
291,3757915707,163139.0,Regional Account Manager,Full-time,,,SimpleOnsiteApply,Mid-Senior level
292,3757915692,163139.0,Global Account Manager,Full-time,,,SimpleOnsiteApply,Mid-Senior level
293,3757915691,163139.0,Global Account Manager,Full-time,1.0,,SimpleOnsiteApply,Mid-Senior level
294,3757915689,163139.0,Global Account Manager,Full-time,1.0,,SimpleOnsiteApply,Mid-Senior level
295,3757915688,163139.0,"Fiber Technician, Charleston, SC",Full-time,1.0,,SimpleOnsiteApply,Entry level
296,3757915686,3608.0,Senior SRE Software Engineer - Block Storage,Full-time,1.0,,OffsiteApply,Mid-Senior level
297,3757915671,18577044.0,Obstetrician/Gynecologist,Full-time,,,SimpleOnsiteApply,Mid-Senior level
298,3757915626,80181.0,Design Consultant,Full-time,1.0,,OffsiteApply,Mid-Senior level
299,3757915601,164876.0,Sleep Expert - Sales,Full-time,,,OffsiteApply,Mid-Senior level
300,3757915597,164930.0,"Pharmacy Director, TMC",Full-time,,,OffsiteApply,Director
301,3757915590,1628878.0,Front of House Team Member,Full-time,,,OffsiteApply,Entry level
302,3757915550,2906528.0,Senior HPC Systems Engineer,Full-time,2.0,1.0,OffsiteApply,Mid-Senior level
303,3757915537,808034.0,Travel - CVPICU - Nurse Job - $2493/wk - $2682/wk,Part-time,,,OffsiteApply,Mid-Senior level
304,3757915526,1257837.0,"Director, Customer Experience, NA",Full-time,,,OffsiteApply,Director
305,3757915521,84054714.0,Sales Associate,Part-time,1.0,,OffsiteApply,Entry level
306,3757915513,290915.0,Housekeeping EVS I - FT Eve,Full-time,,,OffsiteApply,Entry level
307,3757915508,808034.0,"Travel ER RN job in Redlands, CA - Make $3473 to $3653/week",Part-time,,,OffsiteApply,Mid-Senior level
308,3757915494,808034.0,"Special Education Teacher job in San Gabriel, CA - Make $1803 - $1988/week",Part-time,1.0,,OffsiteApply,Entry level
309,3757915453,1612.0,"Statistician (Santa Clara, CA or Irving, TX)",Full-time,7.0,,OffsiteApply,Associate
310,3757915416,10769.0,Patient Representative Senior - Gastroenterology Clinic,Full-time,,,OffsiteApply,
311,3757915410,10769.0,Retail Sales Associate I,Full-time,,,OffsiteApply,
312,3757915401,808034.0,"Travel Physical Therapist Outpatient job in Fond du Lac, WI - Make $2462 - $2651/week",Part-time,,,OffsiteApply,Entry level
313,3757915394,10769.0,Mammography Technologist - Imaging Mammography,Full-time,,,OffsiteApply,
314,3757915383,80862575.0,MRI Technologist Contingent,Part-time,,,OffsiteApply,Mid-Senior level
315,3757915353,3493.0,Checker Operator 2nd shift,Full-time,,,OffsiteApply,
316,3757915334,3242.0,Industrial Mechanic,Full-time,1.0,,OffsiteApply,
317,3757915266,808034.0,Travel - Med Surg - Nurse Job - $2174/wk - $2400/wk,Part-time,,,OffsiteApply,Mid-Senior level
318,3757915256,2736008.0,Travel Registered Nurse ER Emergency Room - 680362,Full-time,,,OffsiteApply,Mid-Senior level
319,3757915247,2029.0,"Store Associate, PT - Williamsburg VA",Part-time,,,OffsiteApply,Entry level
320,3757915246,62923.0,Staff Accountant,Full-time,,,OffsiteApply,Associate
321,3757915245,63316.0,Sales Executive - VFFS & Flow Wrapping (Remote - North West US),Full-time,1.0,1.0,OffsiteApply,Mid-Senior level
322,3757915240,2029.0,Nike Factory Store - Specialist (Supervisor) - Orlando - Vineland,Full-time,1.0,,OffsiteApply,Entry level
323,3757915206,808034.0,Travel - MS/Tele - Nurse Job - $2168/wk - $2358/wk,Part-time,,,OffsiteApply,Mid-Senior level
324,3757915181,14611.0,Visual Merchandising Manager-Wholesale,Full-time,1.0,,OffsiteApply,Mid-Senior level
325,3757915096,808034.0,"Travel Certified OR Tech / Surgical Tech (CST) job in Fayetteville, GA - Make $2056 - $2256/week",Part-time,,,OffsiteApply,Entry level
326,3757915081,808034.0,"Permanent Staff Ultrasound Tech - General job in West Plains, MO - Make $28 - $40/hour",Full-time,,,OffsiteApply,Mid-Senior level
327,3757915079,9185.0,Store Driver,Part-time,,,OffsiteApply,Entry level
328,3757915058,11011.0,Program Controls Analyst – Data Center Construction,Full-time,,1.0,OffsiteApply,Mid-Senior level
329,3757915048,2271.0,"project manager, business operations",Full-time,14.0,,OffsiteApply,
330,3757915039,80862575.0,CT Tech,Full-time,,,OffsiteApply,Entry level
331,3757915010,808034.0,Travel - CT Tech Job - $2005/wk - $2194/wk,Part-time,,,OffsiteApply,Entry level
332,3757915006,808034.0,Travel - LTAC - Nurse Job - $1911/wk - $2099/wk,Part-time,,,OffsiteApply,Mid-Senior level
333,3757915005,7396.0,Service Connection Associate,Full-time,1.0,,OffsiteApply,
334,3757915002,81487298.0,Sales Specialist,Part-time,7.0,1.0,SimpleOnsiteApply,
335,3757915000,808034.0,Travel - LTAC - Nurse Job - $1703/wk - $1925/wk,Part-time,,,OffsiteApply,Mid-Senior level
336,3757914953,10667.0,Product Designer,Full-time,45.0,1.0,OffsiteApply,
337,3757914937,27185258.0,Restaurant / Entertainment Manager,Full-time,1.0,,OffsiteApply,Mid-Senior level
338,3757914893,808034.0,"Permanent Staff CT Tech job in West Plains, MO - Make $24 - $35/hour",Full-time,,,OffsiteApply,Entry level
339,3757914873,220336.0,Food and Fun Manager,Full-time,1.0,,OffsiteApply,Director
340,3757914842,3205573.0,Senior Merchant Success Manager,Full-time,3.0,,OffsiteApply,
341,3757914782,372915.0,US State Tax Manager,Full-time,,,OffsiteApply,Mid-Senior level
342,3757914732,163139.0,"Senior Manager of NA Data Center Operations, Washi",Full-time,2.0,,SimpleOnsiteApply,Mid-Senior level
343,3757914729,163139.0,Regional Learning Manager,Full-time,,,SimpleOnsiteApply,Mid-Senior level
344,3757914724,163139.0,Regional Account Manager,Full-time,,,SimpleOnsiteApply,Mid-Senior level
345,3757914710,163139.0,Regional Account Manager,Full-time,,,SimpleOnsiteApply,Mid-Senior level
346,3757914695,163139.0,Global Account Manager,Full-time,1.0,,SimpleOnsiteApply,Mid-Senior level
347,3757914693,163139.0,Global Account Manager,Full-time,,,SimpleOnsiteApply,Mid-Senior level
348,3757914692,163139.0,Global Account Manager,Full-time,,,SimpleOnsiteApply,Mid-Senior level
349,3757914690,163139.0,Global Account Manager,Full-time,,,SimpleOnsiteApply,Mid-Senior level
350,3757914689,163139.0,Global Account Manager,Full-time,,,SimpleOnsiteApply,Mid-Senior level
351,3757914687,163139.0,Global Account Manager,Full-time,,,SimpleOnsiteApply,Mid-Senior level
352,3757914686,163139.0,"Counsel, Washington, DC",Full-time,,,SimpleOnsiteApply,Mid-Senior level
353,3757914685,163139.0,"Fiber Technician, Rock Springs, WY",Full-time,1.0,,SimpleOnsiteApply,Entry level
354,3757914630,808034.0,Travel - PCU - Nurse Job - $2551/wk - $2740/wk,Part-time,,,OffsiteApply,Mid-Senior level
355,3757914629,808034.0,Travel - PCU - Nurse Job - $2551/wk - $2740/wk,Part-time,,,OffsiteApply,Mid-Senior level
356,3757914615,808034.0,Travel - MS/Tele - Nurse Job - $2487/wk - $2675/wk,Part-time,1.0,,OffsiteApply,Mid-Senior level
357,3757914604,2602522.0,"Senior Technical Program Manager, Network Infrastructure",Full-time,3.0,1.0,OffsiteApply,Mid-Senior level
358,3757914587,15798.0,Transportation Supervisor,Full-time,,,OffsiteApply,Mid-Senior level
359,3757914548,8759.0,Legal Document Specialist,Full-time,8.0,1.0,OffsiteApply,Entry level
360,3757914547,50432.0,Outside Sales Director (Community Ambassador),Full-time,,,OffsiteApply,Director
361,3757914541,808034.0,Travel - PCU - Nurse Job - $2050/wk - $2279/wk,Part-time,,,OffsiteApply,Mid-Senior level
362,3757914435,6062532.0,Physician - Pulmonologist,Full-time,,,OffsiteApply,
363,3757914373,808034.0,Travel - LTAC - Nurse Job - $1970/wk - $2194/wk,Part-time,1.0,,OffsiteApply,Mid-Senior level
364,3757914360,1642.0,Production Technician - Vaccine,Full-time,1.0,,OffsiteApply,Entry level
365,3757914357,266749.0,Medical Assistant WellMed Specialists for Health Cardiology,Full-time,,,OffsiteApply,Entry level
366,3757914349,166388.0,Hematology and Oncology APP - Inpatient BMT,Full-time,,,OffsiteApply,Entry level
367,3757914317,18563.0,Maintenance Manager (1457 Apartment Homes),Full-time,1.0,,SimpleOnsiteApply,Mid-Senior level
368,3757914238,239993.0,Administrative Assistant/Order Entry,Full-time,1.0,,OffsiteApply,Entry level
369,3757914219,808034.0,Travel - Step Down - Nurse Job - $2032/wk - $2221/wk,Part-time,,,OffsiteApply,Mid-Senior level
370,3757914072,9185.0,salesperson,Full-time,,,OffsiteApply,Entry level
371,3757914062,11011.0,Project Accountant (Construction),Full-time,,,OffsiteApply,Mid-Senior level
372,3757914052,166551.0,Accounting Administrator,Full-time,,,OffsiteApply,
373,3757913897,163139.0,National Account Manager,Full-time,1.0,,SimpleOnsiteApply,Mid-Senior level
374,3757913895,290915.0,Steam Engineer - FT Nights,Full-time,,,OffsiteApply,Entry level
375,3757913891,163139.0,Global Account Manager,Full-time,1.0,,SimpleOnsiteApply,Mid-Senior level
376,3757913890,163139.0,Assistant Controller North America - Washington DC,Full-time,,,SimpleOnsiteApply,Mid-Senior level
377,3757913889,163139.0,Global Account Manager,Full-time,,,SimpleOnsiteApply,Mid-Senior level
378,3757913888,163139.0,"Director, Information Technology - Washington DC",Full-time,4.0,,SimpleOnsiteApply,Director
379,3757913872,53959.0,"Grit Blast Operator (Sun-Thurs, 11pm-7am)",Full-time,,,OffsiteApply,Entry level
380,3757913805,2646.0,"Staff Pharmacist $50,000 Sign on Bonus & Relocation Available",Full-time,,,OffsiteApply,Associate
381,3757913788,2646.0,"(USA) Staff Pharmacist - $10,000 SIGN ON BONUS",Full-time,,,OffsiteApply,Associate
382,3757913760,3002336.0,Senior Electrical Estimator,Full-time,1.0,,ComplexOnsiteApply,
383,3757913726,808034.0,Travel - LTAC - Nurse Job - $1791/wk - $1994/wk,Part-time,,,OffsiteApply,Mid-Senior level
384,3757913710,2349382.0,Platform Solutions Manager,Full-time,,,OffsiteApply,Mid-Senior level
385,3757913646,1612.0,Technical Writer,Full-time,1.0,,OffsiteApply,Associate
386,3757913624,10769.0,Physician- Family Medicine,Full-time,,,OffsiteApply,
387,3757913615,6062532.0,Physician - Neurosurgery,Full-time,,,OffsiteApply,
388,3757913600,76440728.0,Operations Supervisor - 1st Shift,Full-time,,,OffsiteApply,Mid-Senior level
389,3757913590,3007.0,"Product Manager, Business Development",Full-time,3.0,,OffsiteApply,Mid-Senior level
390,3757913588,808034.0,Travel - LTAC - Nurse Job - $1886/wk - $2074/wk,Part-time,,,OffsiteApply,Mid-Senior level
391,3757913569,2470561.0,Leave of Absence Coordinator (JR 3915),Full-time,2.0,,OffsiteApply,Associate
392,3757913558,808034.0,"Travel ER RN job in Everett, WA - Make $2059 to $2249/week",Part-time,,,OffsiteApply,Mid-Senior level
393,3757913542,166388.0,Sr Refrigeration Technician,Full-time,,,OffsiteApply,Mid-Senior level
394,3757913512,1614.0,SIGINT Systems Engineer - Senior Principal,Full-time,,,OffsiteApply,Mid-Senior level
395,3757913442,808034.0,Travel - Sonographer Job - $2235/wk - $2488/wk,Part-time,,,OffsiteApply,Entry level
396,3757913384,808034.0,Travel - CT Tech Job - $2034/wk - $2226/wk,Part-time,,,OffsiteApply,Entry level
397,3757913317,3830959.0,Project Manager - OEM,Full-time,,,OffsiteApply,Entry level
398,3757913277,808034.0,Travel - LTC - Nurse Job - $1983/wk - $2172/wk,Part-time,,,OffsiteApply,Mid-Senior level
399,3757913201,2271.0,district manager - retail,Full-time,8.0,,OffsiteApply,
400,3757913192,1075434.0,Behavioral Health Care Coord,Full-time,,,OffsiteApply,
401,3757913163,7396.0,Control Room Supervisor In-Training,Full-time,,,OffsiteApply,
402,3757913160,808034.0,"Travel Ultrasound Tech - General job in Cartersville, GA - Make $2272 - $2461/week",Part-time,,,OffsiteApply,Mid-Senior level
403,3757913107,162640.0,Client Relationship Consultant I,Full-time,,,OffsiteApply,Mid-Senior level
404,3757913058,1680.0,nCino Enterprise Architect,Full-time,2.0,,OffsiteApply,Mid-Senior level
405,3757912920,30967.0,Retail Counter Sales,Full-time,,,OffsiteApply,Entry level
406,3757912896,220336.0,Snack Bar Attendant,Full-time,,,OffsiteApply,Entry level
407,3757912845,163139.0,Regional Account Manager,Full-time,,,SimpleOnsiteApply,Mid-Senior level
408,3757912839,163139.0,"Sales Manager, Addison, TX",Full-time,,,OffsiteApply,Entry level
409,3757912837,163139.0,Regional Account Manager,Full-time,,,SimpleOnsiteApply,Mid-Senior level
410,3757912828,163139.0,Regional Account Manager,Full-time,1.0,,SimpleOnsiteApply,Mid-Senior level
411,3757912824,163139.0,National Account Manager,Full-time,1.0,,SimpleOnsiteApply,Mid-Senior level
412,3757912819,163139.0,Global Account Manager,Full-time,1.0,,SimpleOnsiteApply,Mid-Senior level
413,3757912818,163139.0,Global Account Manager,Full-time,,,SimpleOnsiteApply,Mid-Senior level
414,3757912817,163139.0,Global Account Manager,Full-time,,,SimpleOnsiteApply,Mid-Senior level
415,3757912815,163139.0,"Customer Support Engineer –Washington, DC",Full-time,,,SimpleOnsiteApply,Entry level
416,3757912813,163139.0,"Fiber Technician-Orlando, FL",Full-time,,,OffsiteApply,Entry level
417,3757912791,5262.0,Freight Forwarder - Air Import & Air Export,Full-time,4.0,,OffsiteApply,Entry level
418,3757912732,2602522.0,"Senior Technical Program Manager, Network Infrastructure",Full-time,,1.0,OffsiteApply,Mid-Senior level
419,3757912731,2602522.0,"Senior Technical Program Manager, Network Infrastructure",Full-time,3.0,1.0,OffsiteApply,Mid-Senior level
420,3757912704,8058.0,Medical Sales Representative,Full-time,1.0,,ComplexOnsiteApply,Mid-Senior level
421,3757912654,3002336.0,Estimator,Full-time,,,ComplexOnsiteApply,
422,3757912641,808034.0,"Travel Certified OR Tech / Surgical Tech (CST) job in Indianapolis, IN - Make $1276 - $1503/week",Part-time,,,OffsiteApply,Entry level
423,3757912572,808034.0,Travel - Telemetry - Nurse Job - $2187/wk - $2344/wk,Part-time,,,OffsiteApply,Mid-Senior level
424,3757912556,10769.0,ACNP/PA - CVICU,Full-time,,,OffsiteApply,
425,3757912515,497017.0,Financial Advisor Associate,Full-time,1.0,,OffsiteApply,Mid-Senior level
426,3757912514,10769.0,Patient Access Representative - Admitting - Full Time,Full-time,,,OffsiteApply,
427,3757912493,3608.0,"Senior Technical Program Manager, IT Infrastructure",Full-time,6.0,,OffsiteApply,Mid-Senior level
428,3757912492,3493.0,Night Shift Forklift Driver,Full-time,,,OffsiteApply,
429,3757912491,1642.0,Test & Automation Lead - Patient Services,Full-time,,,OffsiteApply,Mid-Senior level
430,3757912464,5394.0,Manufacturing Engineer,Full-time,,,OffsiteApply,Entry level
431,3757912463,5394.0,Production Technician II (Axle Assembly),Full-time,,,OffsiteApply,Entry level
432,3757912436,162552.0,Director Product Support,Full-time,3.0,,OffsiteApply,Mid-Senior level
433,3757912394,808034.0,Travel - Med Surg - Nurse Job - $2167/wk - $2357/wk,Part-time,,,OffsiteApply,Mid-Senior level
434,3757912385,2029.0,"Store Associate, SEAS - Eugene",Full-time,2.0,,OffsiteApply,Entry level
435,3757912384,40919467.0,Finance Associate,Full-time,6.0,,SimpleOnsiteApply,
436,3757912294,14611.0,Sales Associate,Part-time,,,OffsiteApply,Entry level
437,3757912247,164798.0,Release Train Engineer,Full-time,,,OffsiteApply,
438,3757912241,76074281.0,Sales Account Executive,Full-time,,,OffsiteApply,Mid-Senior level
439,3757912231,808034.0,Travel - CT Tech Job - $2490/wk - $2675/wk,Part-time,,,OffsiteApply,Entry level
440,3757912219,5022712.0,PCF to Azure AKS Migration Developer - R01530767,Full-time,1.0,1.0,OffsiteApply,Entry level
441,3757912199,9185.0,Commercial Parts Pro,Full-time,,,OffsiteApply,Entry level
442,3757912187,166551.0,"3rd Shift Lead Operator Class 6-Full Time – Zeeland, MI 49464",Full-time,,,OffsiteApply,
443,3757912183,74956728.0,Accountant II,Full-time,,,OffsiteApply,Mid-Senior level
444,3757912173,3257923.0,Regulatory Affairs Coordinator,Full-time,5.0,,OffsiteApply,
445,3757912165,808034.0,Travel - LTAC - Nurse Job - $2137/wk - $2325/wk,Part-time,,,OffsiteApply,Mid-Senior level
446,3757912157,808034.0,Travel - Step Down - Nurse Job - $2151/wk - $2383/wk,Part-time,,,OffsiteApply,Mid-Senior level
447,3757912138,7396.0,Sr Manager Operations,Full-time,,,OffsiteApply,
448,3757912121,4997572.0,"HGV/PSV MOT Tester - London, South East",Part-time,,,OffsiteApply,Entry level
449,3757912053,1100944.0,Locomotive Diagnostic Mechanic,Full-time,,,OffsiteApply,Entry level
450,3757912023,35504315.0,NP- Psychiatry,Full-time,,,OffsiteApply,Mid-Senior level
451,3757911992,3608.0,Senior Product Manager - Accelerated Apache Spark,Full-time,,,OffsiteApply,Mid-Senior level
452,3757911914,163139.0,"Service Delivery Coordinator, Washington, DC",Full-time,,,SimpleOnsiteApply,Entry level
453,3757911912,163139.0,"Regional Learning Manager-Houston, TX",Full-time,,,SimpleOnsiteApply,Mid-Senior level
454,3757911911,163139.0,"Sales Manager, Austin, TX",Full-time,,,OffsiteApply,Entry level
455,3757911892,163139.0,Global Account Manager,Full-time,,,SimpleOnsiteApply,Mid-Senior level
456,3757911891,163139.0,Global Account Manager,Full-time,1.0,,SimpleOnsiteApply,Mid-Senior level
457,3757911890,163139.0,Global Account Manager,Full-time,,,SimpleOnsiteApply,Mid-Senior level
458,3757911889,163139.0,Global Account Manager,Full-time,,,SimpleOnsiteApply,Mid-Senior level
459,3757911888,163139.0,Global Account Manager,Full-time,1.0,,SimpleOnsiteApply,Mid-Senior level
460,3757911886,163139.0,"Customer Support Manager, Washington, DC",Full-time,,,SimpleOnsiteApply,Mid-Senior level
461,3757911884,163139.0,"Fiber Technician, Oklahoma City, OK",Full-time,1.0,,SimpleOnsiteApply,Entry level
462,3757911830,808034.0,Travel - PCU - Nurse Job - $2551/wk - $2740/wk,Part-time,,,OffsiteApply,Mid-Senior level
463,3757911733,2349382.0,"Senior Product Manager, Customer Platforms",Full-time,1.0,,OffsiteApply,Mid-Senior level
464,3757911731,1273631.0,Engineer – Compliance Reporting (Fuel Economy),Full-time,,,OffsiteApply,
465,3757911730,1612.0,"Direct Sales Representative, CRM - Milwaukee, WI",Full-time,,,OffsiteApply,Associate
466,3757911718,1258341.0,Part-time Mandarin Teacher,Part-time,3.0,,OffsiteApply,Mid-Senior level
467,3757911713,808034.0,"Travel Certified OR Tech / Surgical Tech (CST) job in Greenville, SC - Make $1973 - $2162/week",Part-time,,,OffsiteApply,Entry level
